Unnamed: 0,Company,TypeName,Inches,ScreenResolution,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price
1040,Microsoft,Workstation,17.3,2880x1800,Intel Core i7 1360P 3.7GHz,32GB,256GB SSD,NVIDIA RTX 4050,Windows 11,1.4kg,63696.39
1041,HP,Netbook,14.0,3840x2160,Apple M3 Pro,64GB,256GB SSD,NVIDIA RTX 4050,Windows 11,1.1kg,83831.33
1042,Microsoft,Gaming,17.3,IPS Panel 1920x1080,Apple M3 Pro,8GB,2TB SSD,Integrated AMD Radeon,macOS,2.11kg,122255.9
1043,Samsung,Ultrabook,17.3,OLED 2880x1800,Intel Core i7 1360P 3.7GHz,32GB,2TB SSD,Intel Iris Xe,No OS,1.45kg,166651.17
1044,Lenovo,2 in 1 Convertible,15.6,OLED 2880x1800,AMD Ryzen 7 7840HS 3.8GHz,32GB,256GB SSD,Integrated AMD Radeon,Windows 10,1.22kg,217729.92
1045,MSI,Notebook,17.3,2560x1600,Intel Core i9 13900H 5.4GHz,32GB,1TB SSD,Integrated AMD Radeon,No OS,2.13kg,208708.91
1046,Lenovo,Ultrabook,15.6,1920x1200,Apple M2,64GB,1TB SSD,NVIDIA RTX 4060,Windows 10,1.93kg,248421.24
1047,Microsoft,Gaming,17.3,IPS Panel 1920x1080,AMD Ryzen 5 7530U 2.0GHz,64GB,512GB SSD,NVIDIA RTX 4070,Windows 11,1.44kg,203225.89
1048,Acer,Notebook,13.3,2560x1600,Apple M2,16GB,256GB SSD,NVIDIA RTX 4070,Linux,1.97kg,127846.69
1049,Asus,Ultrabook,13.3,Retina 2560x1600,Apple M3 Pro,8GB,1TB SSD,AMD Radeon 780M,Linux,2.24kg,56317.67
1050,Acer,Gaming,13.3,2560x1600,Intel Core i7 1360P 3.7GHz,64GB,1TB SSD,Integrated AMD Radeon,No OS,1.16kg,225770.66
1051,Samsung,Gaming,15.6,1920x1200,Apple M2,32GB,512GB SSD,Integrated AMD Radeon,macOS,1.06kg,65481.98
1052,MSI,Workstation,16.0,1920x1200,AMD Ryzen 5 7530U 2.0GHz,32GB,1TB SSD,Intel Iris Xe,Windows 11,1.08kg,103718.09
1053,MSI,2 in 1 Convertible,14.0,IPS Panel 1920x1080,Intel Core i5 1240P 3.3GHz,8GB,2TB SSD,Intel Iris Xe,Windows 10,1.56kg,183479.88
1054,HP,Gaming,13.3,2880x1800,Intel Core i9 13900H 5.4GHz,16GB,256GB SSD,NVIDIA RTX 4070,No OS,2.1kg,179379.93
1055,Apple,Gaming,13.3,2880x1800,AMD Ryzen 5 7530U 2.0GHz,16GB,512GB SSD,NVIDIA RTX 4050,Linux,1.12kg,167308.32
1056,Microsoft,Netbook,13.3,2560x1600,Intel Core i7 1360P 3.7GHz,8GB,256GB SSD,Integrated AMD Radeon,No OS,2.49kg,101180.34
1057,HP,Workstation,13.3,OLED 2880x1800,AMD Ryzen 5 7530U 2.0GHz,16GB,1TB SSD,NVIDIA RTX 4050,macOS,1.38kg,87736.28
1058,Apple,Workstation,14.0,Retina 2560x1600,AMD Ryzen 5 7530U 2.0GHz,16GB,2TB SSD,NVIDIA RTX 4050,Linux,2.43kg,33951.3
1059,Acer,Workstation,17.3,2560x1600,Intel Core i7 1360P 3.7GHz,64GB,512GB SSD,Integrated AMD Radeon,No OS,1.52kg,36765.82
1060,Razer,Netbook,17.3,2880x1800,Intel Core i9 13900H 5.4GHz,8GB,512GB SSD,NVIDIA RTX 4070,Linux,2.42kg,130368.24
1061,HP,Workstation,14.0,OLED 2880x1800,Apple M3 Pro,16GB,256GB SSD,NVIDIA RTX 4050,Windows 10,2.11kg,75687.09
1062,Dell,Workstation,13.3,1920x1200,Intel Core i5 1240P 3.3GHz,8GB,512GB SSD,AMD Radeon 780M,Windows 11,1.52kg,191737.63
1063,Apple,Notebook,15.6,2560x1600,Apple M2,16GB,1TB SSD,NVIDIA RTX 4070,macOS,2.24kg,199737.96
1064,Dell,2 in 1 Convertible,14.0,OLED 2880x1800,Apple M3 Pro,8GB,1TB SSD,AMD Radeon 780M,Windows 10,1.65kg,73748.21
1065,Dell,2 in 1 Convertible,17.3,OLED 2880x1800,Apple M3 Pro,8GB,256GB SSD,NVIDIA RTX 4060,Windows 10,1.79kg,185940.5
1066,Lenovo,Netbook,14.0,1920x1200,Intel Core i5 1240P 3.3GHz,16GB,2TB SSD,AMD Radeon 780M,Linux,1.73kg,104007.87
1067,Samsung,Workstation,15.6,1920x1080,Intel Core i9 13900H 5.4GHz,32GB,512GB SSD,NVIDIA RTX 4070,Linux,1.54kg,201990.29
1068,Asus,Notebook,13.3,1920x1200,AMD Ryzen 7 7840HS 3.8GHz,8GB,2TB SSD,NVIDIA RTX 4070,No OS,2.12kg,150043.55
1069,Microsoft,2 in 1 Convertible,14.0,Retina 2560x1600,AMD Ryzen 5 7530U 2.0GHz,8GB,1TB SSD,Apple M3 GPU,No OS,1.37kg,197585.28
1070,Acer,Notebook,17.3,IPS Panel 1920x1080,Intel Core i9 13900H 5.4GHz,64GB,512GB SSD,NVIDIA RTX 4060,No OS,1.55kg,230951.71
1071,Apple,2 in 1 Convertible,15.6,IPS Panel 1920x1080,Apple M2,8GB,512GB SSD,Apple M3 GPU,Windows 10,1.81kg,95597.66
1072,Asus,Gaming,16.0,1920x1080,Intel Core i7 1360P 3.7GHz,64GB,256GB SSD,Intel Iris Xe,Windows 10,1.1kg,89776.8
1073,Samsung,Notebook,15.6,1920x1080,Intel Core i7 1360P 3.7GHz,64GB,512GB SSD,NVIDIA RTX 4070,Linux,1.21kg,240989.31
1074,MSI,2 in 1 Convertible,15.6,1920x1080,AMD Ryzen 5 7530U 2.0GHz,64GB,1TB SSD,Integrated AMD Radeon,Windows 11,1.06kg,94900.87
1075,Dell,Workstation,15.6,IPS Panel 1920x1080,Apple M3 Pro,8GB,1TB SSD,Integrated AMD Radeon,Linux,2.41kg,223812.52
1076,HP,Ultrabook,14.0,IPS Panel 1920x1080,Apple M2,32GB,1TB SSD,Apple M3 GPU,Windows 10,1.54kg,45382.03
1077,Dell,Workstation,14.0,2880x1800,Intel Core i7 1360P 3.7GHz,64GB,1TB SSD,NVIDIA RTX 4070,No OS,1.67kg,82476.08
1078,MSI,Notebook,16.0,Retina 2560x1600,Apple M3 Pro,64GB,512GB SSD,AMD Radeon 780M,Linux,1.3kg,43799.19
1079,MSI,Gaming,17.3,IPS Panel 1920x1080,Intel Core i9 13900H 5.4GHz,16GB,256GB SSD,NVIDIA RTX 4060,Linux,2.29kg,85895.5
1080,Razer,Gaming,14.0,2560x1600,Intel Core i7 1360P 3.7GHz,16GB,512GB SSD,AMD Radeon 780M,Linux,1.6kg,199371.56
1081,Acer,Notebook,13.3,2880x1800,AMD Ryzen 5 7530U 2.0GHz,16GB,1TB SSD,NVIDIA RTX 4050,Windows 10,1.02kg,43585.45
1082,Asus,Ultrabook,15.6,OLED 2880x1800,AMD Ryzen 5 7530U 2.0GHz,16GB,2TB SSD,NVIDIA RTX 4050,No OS,2.34kg,228586.79
1083,MSI,Workstation,13.3,2560x1600,Apple M2,64GB,256GB SSD,Intel Iris Xe,Windows 10,2.39kg,145005.21
1084,Apple,Netbook,16.0,2880x1800,Intel Core i9 13900H 5.4GHz,32GB,256GB SSD,NVIDIA RTX 4050,No OS,1.36kg,99775.93
1085,Microsoft,2 in 1 Convertible,17.3,OLED 2880x1800,Apple M2,32GB,256GB SSD,AMD Radeon 780M,Windows 10,1.66kg,30550.97
1086,Microsoft,2 in 1 Convertible,13.3,3840x2160,Apple M3 Pro,64GB,512GB SSD,Apple M3 GPU,Windows 11,1.4kg,45000.53
1087,Dell,Gaming,13.3,2560x1600,Apple M2,8GB,512GB SSD,AMD Radeon 780M,Windows 10,2.38kg,187877.44
1088,MSI,Gaming,15.6,1920x1080,AMD Ryzen 7 7840HS 3.8GHz,32GB,256GB SSD,NVIDIA RTX 4050,No OS,1.91kg,224534.62
1089,Lenovo,Gaming,13.3,OLED 2880x1800,AMD Ryzen 5 7530U 2.0GHz,64GB,512GB SSD,NVIDIA RTX 4050,Windows 10,1.33kg,90867.06
1090,Microsoft,Workstation,13.3,2880x1800,AMD Ryzen 5 7530U 2.0GHz,16GB,1TB SSD,NVIDIA RTX 4060,Windows 11,1.64kg,184906.37
1091,Microsoft,Gaming,15.6,IPS Panel 1920x1080,AMD Ryzen 5 7530U 2.0GHz,64GB,256GB SSD,NVIDIA RTX 4050,No OS,2.39kg,185704.39
1092,MSI,Ultrabook,15.6,Retina 2560x1600,AMD Ryzen 7 7840HS 3.8GHz,8GB,512GB SSD,Apple M3 GPU,Windows 10,1.08kg,164923.16
1093,Asus,Netbook,16.0,3840x2160,AMD Ryzen 5 7530U 2.0GHz,8GB,2TB SSD,Integrated AMD Radeon,Windows 11,2.33kg,46878.6
1094,Asus,Notebook,13.3,2560x1600,Intel Core i9 13900H 5.4GHz,8GB,256GB SSD,NVIDIA RTX 4050,Linux,1.38kg,44476.64
1095,MSI,Ultrabook,15.6,2560x1600,Intel Core i7 1360P 3.7GHz,16GB,1TB SSD,NVIDIA RTX 4050,macOS,2.22kg,41912.17
1096,Acer,Workstation,16.0,1920x1200,Intel Core i7 1360P 3.7GHz,32GB,1TB SSD,AMD Radeon 780M,Windows 10,2.33kg,143810.87
1097,Microsoft,Netbook,14.0,Retina 2560x1600,AMD Ryzen 5 7530U 2.0GHz,16GB,512GB SSD,Integrated AMD Radeon,No OS,1.74kg,84386.8
1098,Apple,2 in 1 Convertible,17.3,OLED 2880x1800,Intel Core i7 1360P 3.7GHz,32GB,1TB SSD,Apple M3 GPU,macOS,2.45kg,50764.12
1099,Microsoft,Ultrabook,15.6,1920x1080,Apple M3 Pro,32GB,2TB SSD,Intel Iris Xe,Linux,2.0kg,113851.56
1100,Asus,Netbook,15.6,IPS Panel 1920x1080,Intel Core i9 13900H 5.4GHz,16GB,256GB SSD,Apple M3 GPU,Linux,2.21kg,155945.14
1101,Asus,Workstation,16.0,Retina 2560x1600,AMD Ryzen 5 7530U 2.0GHz,8GB,512GB SSD,NVIDIA RTX 4070,Linux,1.6kg,172466.81
1102,Razer,Workstation,13.3,Retina 2560x1600,Intel Core i9 13900H 5.4GHz,16GB,512GB SSD,Intel Iris Xe,Windows 11,1.33kg,175024.85
1103,Microsoft,Notebook,15.6,OLED 2880x1800,Intel Core i7 1360P 3.7GHz,32GB,2TB SSD,Integrated AMD Radeon,macOS,2.2kg,230186.08
1104,Samsung,2 in 1 Convertible,17.3,OLED 2880x1800,Apple M2,32GB,256GB SSD,Intel Iris Xe,No OS,1.22kg,188662.87
1105,Apple,Notebook,14.0,3840x2160,Intel Core i9 13900H 5.4GHz,32GB,1TB SSD,NVIDIA RTX 4060,macOS,1.6kg,81745.97
1106,Samsung,Gaming,15.6,3840x2160,Intel Core i7 1360P 3.7GHz,32GB,256GB SSD,NVIDIA RTX 4050,macOS,2.45kg,30133.23
1107,HP,Ultrabook,13.3,3840x2160,AMD Ryzen 5 7530U 2.0GHz,64GB,512GB SSD,NVIDIA RTX 4060,Windows 11,1.61kg,114889.28
1108,Lenovo,Notebook,15.6,OLED 2880x1800,Intel Core i9 13900H 5.4GHz,32GB,256GB SSD,Apple M3 GPU,Linux,2.19kg,192824.23
1109,Samsung,Notebook,14.0,3840x2160,AMD Ryzen 7 7840HS 3.8GHz,16GB,256GB SSD,NVIDIA RTX 4070,macOS,2.2kg,184732.04
1110,Acer,Netbook,13.3,2560x1600,Apple M2,8GB,1TB SSD,NVIDIA RTX 4050,Windows 11,1.27kg,190482.48
1111,Acer,Netbook,17.3,2880x1800,Intel Core i9 13900H 5.4GHz,64GB,2TB SSD,NVIDIA RTX 4050,No OS,2.44kg,51731.33
1112,Samsung,Gaming,16.0,1920x1200,Intel Core i9 13900H 5.4GHz,64GB,2TB SSD,NVIDIA RTX 4050,Linux,1.84kg,163787.09
1113,Acer,Ultrabook,14.0,2560x1600,Intel Core i7 1360P 3.7GHz,16GB,2TB SSD,Integrated AMD Radeon,Linux,1.19kg,207187.08
1114,Razer,2 in 1 Convertible,17.3,IPS Panel 1920x1080,Intel Core i9 13900H 5.4GHz,8GB,2TB SSD,NVIDIA RTX 4070,Linux,1.88kg,192582.64
1115,MSI,Ultrabook,17.3,OLED 2880x1800,Intel Core i9 13900H 5.4GHz,64GB,2TB SSD,NVIDIA RTX 4050,Windows 11,1.08kg,120411.35
1116,Lenovo,Notebook,17.3,OLED 2880x1800,AMD Ryzen 7 7840HS 3.8GHz,32GB,1TB SSD,AMD Radeon 780M,macOS,1.96kg,148470.9
1117,HP,Ultrabook,15.6,2880x1800,Intel Core i7 1360P 3.7GHz,64GB,256GB SSD,Integrated AMD Radeon,Windows 10,1.04kg,145098.72
1118,HP,Netbook,14.0,1920x1080,Intel Core i5 1240P 3.3GHz,16GB,256GB SSD,Intel Iris Xe,No OS,2.05kg,146958.84
1119,Asus,2 in 1 Convertible,15.6,2560x1600,AMD Ryzen 7 7840HS 3.8GHz,8GB,1TB SSD,AMD Radeon 780M,No OS,1.27kg,110703.34
1120,Razer,Workstation,16.0,OLED 2880x1800,AMD Ryzen 5 7530U 2.0GHz,8GB,2TB SSD,Apple M3 GPU,Linux,1.43kg,105276.18
1121,Razer,Ultrabook,16.0,1920x1080,Intel Core i5 1240P 3.3GHz,16GB,2TB SSD,NVIDIA RTX 4070,Windows 11,1.78kg,129837.74
1122,Samsung,Notebook,15.6,3840x2160,Intel Core i7 1360P 3.7GHz,8GB,2TB SSD,Integrated AMD Radeon,Windows 10,1.06kg,82766.05
1123,Microsoft,Notebook,17.3,Retina 2560x1600,Apple M3 Pro,16GB,512GB SSD,Intel Iris Xe,Windows 10,2.42kg,126672.23
1124,Asus,Gaming,16.0,3840x2160,Apple M3 Pro,8GB,2TB SSD,Integrated AMD Radeon,macOS,1.57kg,161611.67
1125,Asus,2 in 1 Convertible,15.6,2560x1600,AMD Ryzen 7 7840HS 3.8GHz,16GB,256GB SSD,Intel Iris Xe,Windows 10,1.56kg,109479.6
1126,Samsung,Gaming,14.0,OLED 2880x1800,AMD Ryzen 5 7530U 2.0GHz,64GB,1TB SSD,NVIDIA RTX 4070,Linux,1.91kg,184797.24
1127,Asus,Ultrabook,13.3,1920x1200,AMD Ryzen 5 7530U 2.0GHz,32GB,1TB SSD,NVIDIA RTX 4050,Windows 11,1.85kg,155217.61
1128,HP,Notebook,17.3,3840x2160,AMD Ryzen 5 7530U 2.0GHz,64GB,512GB SSD,AMD Radeon 780M,Linux,2.33kg,41943.76
1129,HP,Gaming,17.3,Retina 2560x1600,Apple M2,64GB,1TB SSD,NVIDIA RTX 4070,No OS,2.01kg,223720.14
1130,Microsoft,Netbook,13.3,1920x1200,Intel Core i5 1240P 3.3GHz,16GB,256GB SSD,NVIDIA RTX 4060,Windows 10,1.57kg,206795.49
1131,Asus,2 in 1 Convertible,14.0,1920x1200,Intel Core i5 1240P 3.3GHz,32GB,512GB SSD,Intel Iris Xe,Windows 10,1.09kg,232487.05
1132,Dell,Gaming,17.3,2560x1600,Apple M3 Pro,8GB,2TB SSD,AMD Radeon 780M,Linux,1.16kg,137135.58
1133,Dell,Netbook,16.0,2880x1800,Apple M3 Pro,32GB,256GB SSD,Intel Iris Xe,Linux,1.39kg,134481.98
1134,Samsung,Notebook,15.6,OLED 2880x1800,Apple M2,64GB,256GB SSD,Apple M3 GPU,No OS,1.68kg,161672.59
1135,Razer,2 in 1 Convertible,13.3,1920x1200,AMD Ryzen 5 7530U 2.0GHz,16GB,256GB SSD,Intel Iris Xe,Linux,1.08kg,246883.8
1136,MSI,Gaming,15.6,1920x1080,AMD Ryzen 7 7840HS 3.8GHz,16GB,1TB SSD,Integrated AMD Radeon,macOS,1.79kg,112131.61
1137,Lenovo,Netbook,17.3,1920x1200,Intel Core i5 1240P 3.3GHz,16GB,256GB SSD,AMD Radeon 780M,Windows 11,1.35kg,131372.14
1138,Microsoft,Netbook,13.3,OLED 2880x1800,Intel Core i5 1240P 3.3GHz,8GB,256GB SSD,NVIDIA RTX 4050,Linux,2.1kg,72218.81
1139,Dell,Netbook,15.6,Retina 2560x1600,Apple M3 Pro,16GB,512GB SSD,NVIDIA RTX 4070,macOS,1.29kg,222725.39
1140,Samsung,Workstation,14.0,3840x2160,AMD Ryzen 7 7840HS 3.8GHz,8GB,1TB SSD,NVIDIA RTX 4060,Windows 11,2.33kg,190881.52
1141,Acer,Netbook,16.0,1920x1200,Apple M3 Pro,8GB,512GB SSD,AMD Radeon 780M,macOS,2.36kg,220124.85
1142,Acer,Netbook,17.3,2880x1800,Intel Core i5 1240P 3.3GHz,16GB,512GB SSD,NVIDIA RTX 4070,Windows 10,1.51kg,110490.88
1143,HP,Ultrabook,17.3,1920x1080,Intel Core i7 1360P 3.7GHz,8GB,256GB SSD,Integrated AMD Radeon,Linux,2.09kg,168894.88
1144,Dell,Notebook,13.3,Retina 2560x1600,Intel Core i7 1360P 3.7GHz,32GB,1TB SSD,NVIDIA RTX 4050,Windows 11,1.29kg,197578.62
1145,Dell,Workstation,17.3,3840x2160,AMD Ryzen 7 7840HS 3.8GHz,32GB,2TB SSD,Integrated AMD Radeon,No OS,2.29kg,153878.39
1146,Apple,Notebook,16.0,Retina 2560x1600,Intel Core i5 1240P 3.3GHz,32GB,256GB SSD,Apple M3 GPU,Linux,1.53kg,156452.8
1147,MSI,Netbook,14.0,1920x1200,AMD Ryzen 5 7530U 2.0GHz,32GB,512GB SSD,AMD Radeon 780M,macOS,2.41kg,218250.41
1148,MSI,Gaming,16.0,2560x1600,Intel Core i5 1240P 3.3GHz,16GB,2TB SSD,AMD Radeon 780M,No OS,2.43kg,38791.55
1149,Samsung,2 in 1 Convertible,17.3,Retina 2560x1600,Intel Core i7 1360P 3.7GHz,8GB,256GB SSD,NVIDIA RTX 4050,Linux,1.27kg,35156.24
1150,Lenovo,Netbook,15.6,Retina 2560x1600,Apple M3 Pro,32GB,2TB SSD,NVIDIA RTX 4060,No OS,2.03kg,71671.47
1151,Dell,2 in 1 Convertible,15.6,2560x1600,AMD Ryzen 5 7530U 2.0GHz,64GB,512GB SSD,NVIDIA RTX 4060,No OS,2.36kg,82247.48
1152,Razer,Notebook,13.3,2880x1800,Intel Core i7 1360P 3.7GHz,16GB,512GB SSD,AMD Radeon 780M,Linux,1.32kg,177487.7
1153,Microsoft,2 in 1 Convertible,16.0,1920x1080,Apple M3 Pro,64GB,2TB SSD,Apple M3 GPU,Windows 10,1.23kg,194127.49
1154,Asus,Ultrabook,15.6,1920x1200,Intel Core i7 1360P 3.7GHz,64GB,1TB SSD,Intel Iris Xe,Windows 11,1.93kg,31025.23
1155,Lenovo,Gaming,17.3,OLED 2880x1800,Intel Core i5 1240P 3.3GHz,16GB,512GB SSD,Integrated AMD Radeon,macOS,1.61kg,169951.98
1156,Acer,Gaming,13.3,2880x1800,AMD Ryzen 7 7840HS 3.8GHz,16GB,256GB SSD,NVIDIA RTX 4070,macOS,2.22kg,206300.38
1157,Lenovo,2 in 1 Convertible,16.0,OLED 2880x1800,Apple M2,32GB,512GB SSD,NVIDIA RTX 4070,Linux,1.35kg,140807.33
1158,Dell,Gaming,14.0,2880x1800,AMD Ryzen 5 7530U 2.0GHz,16GB,512GB SSD,NVIDIA RTX 4050,macOS,1.35kg,209390.68
1159,Apple,Workstation,16.0,IPS Panel 1920x1080,AMD Ryzen 5 7530U 2.0GHz,64GB,512GB SSD,Apple M3 GPU,Linux,2.38kg,131439.92
1160,Dell,Workstation,17.3,IPS Panel 1920x1080,AMD Ryzen 7 7840HS 3.8GHz,16GB,512GB SSD,NVIDIA RTX 4070,No OS,1.21kg,45535.72
1161,MSI,Notebook,17.3,OLED 2880x1800,Apple M3 Pro,8GB,256GB SSD,NVIDIA RTX 4070,macOS,2.42kg,130506.66
1162,Asus,Netbook,13.3,OLED 2880x1800,Intel Core i9 13900H 5.4GHz,64GB,2TB SSD,Intel Iris Xe,macOS,1.75kg,233456.52
1163,Lenovo,Ultrabook,17.3,Retina 2560x1600,Intel Core i5 1240P 3.3GHz,8GB,1TB SSD,NVIDIA RTX 4050,Windows 10,2.35kg,81620.81
1164,Samsung,Gaming,17.3,2880x1800,Apple M2,32GB,1TB SSD,AMD Radeon 780M,Windows 11,1.92kg,173733.86
1165,Acer,Ultrabook,15.6,1920x1200,Intel Core i9 13900H 5.4GHz,32GB,512GB SSD,Apple M3 GPU,No OS,2.04kg,31925.66
1166,MSI,Notebook,15.6,1920x1200,Apple M2,32GB,512GB SSD,NVIDIA RTX 4050,macOS,1.69kg,43247.0
1167,Acer,Notebook,13.3,2560x1600,Apple M3 Pro,16GB,512GB SSD,Apple M3 GPU,Windows 11,1.51kg,196233.63
1168,Lenovo,2 in 1 Convertible,17.3,3840x2160,Intel Core i5 1240P 3.3GHz,64GB,256GB SSD,Intel Iris Xe,Linux,1.02kg,185397.66
1169,Lenovo,2 in 1 Convertible,17.3,3840x2160,AMD Ryzen 7 7840HS 3.8GHz,16GB,2TB SSD,Apple M3 GPU,Windows 11,1.75kg,126809.33
1170,Dell,Netbook,17.3,OLED 2880x1800,Intel Core i5 1240P 3.3GHz,32GB,2TB SSD,Intel Iris Xe,Windows 11,1.75kg,134263.02
1171,Dell,Workstation,14.0,OLED 2880x1800,Apple M3 Pro,64GB,2TB SSD,Intel Iris Xe,No OS,1.76kg,177970.9
1172,Razer,Ultrabook,14.0,1920x1200,Intel Core i7 1360P 3.7GHz,64GB,2TB SSD,AMD Radeon 780M,macOS,1.49kg,32382.26
1173,HP,Notebook,14.0,IPS Panel 1920x1080,Apple M3 Pro,8GB,2TB SSD,NVIDIA RTX 4070,macOS,1.75kg,91472.61
1174,Acer,Netbook,16.0,Retina 2560x1600,Intel Core i7 1360P 3.7GHz,8GB,1TB SSD,NVIDIA RTX 4070,Linux,2.49kg,89283.62
1175,Samsung,Workstation,13.3,3840x2160,AMD Ryzen 5 7530U 2.0GHz,32GB,1TB SSD,Apple M3 GPU,Windows 11,1.91kg,98878.19
1176,Samsung,Ultrabook,13.3,1920x1080,Intel Core i7 1360P 3.7GHz,16GB,2TB SSD,NVIDIA RTX 4060,Windows 11,2.48kg,148585.37
1177,MSI,Ultrabook,17.3,IPS Panel 1920x1080,Intel Core i5 1240P 3.3GHz,16GB,256GB SSD,NVIDIA RTX 4070,Linux,1.02kg,215950.75
1178,Microsoft,Workstation,16.0,1920x1080,Apple M2,32GB,1TB SSD,Intel Iris Xe,No OS,1.5kg,102731.67
1179,Acer,2 in 1 Convertible,15.6,1920x1080,AMD Ryzen 5 7530U 2.0GHz,16GB,512GB SSD,AMD Radeon 780M,Linux,1.66kg,240826.52
1180,Acer,Gaming,17.3,3840x2160,Intel Core i7 1360P 3.7GHz,16GB,256GB SSD,NVIDIA RTX 4070,Windows 11,1.57kg,126636.73
1181,Apple,2 in 1 Convertible,14.0,OLED 2880x1800,Intel Core i5 1240P 3.3GHz,64GB,256GB SSD,Integrated AMD Radeon,Windows 10,1.58kg,195759.16
1182,MSI,Gaming,13.3,3840x2160,Apple M3 Pro,8GB,2TB SSD,AMD Radeon 780M,macOS,2.0kg,40107.61
1183,Razer,Netbook,15.6,Retina 2560x1600,Intel Core i7 1360P 3.7GHz,16GB,512GB SSD,AMD Radeon 780M,Windows 11,2.19kg,158175.39
1184,Acer,Ultrabook,13.3,2560x1600,AMD Ryzen 5 7530U 2.0GHz,64GB,1TB SSD,Intel Iris Xe,No OS,1.02kg,165436.34
1185,Razer,Gaming,14.0,1920x1200,AMD Ryzen 7 7840HS 3.8GHz,16GB,512GB SSD,NVIDIA RTX 4060,Windows 11,1.81kg,230171.61
1186,Samsung,Gaming,15.6,Retina 2560x1600,Intel Core i5 1240P 3.3GHz,32GB,512GB SSD,Apple M3 GPU,No OS,2.05kg,162514.96
1187,HP,Netbook,16.0,Retina 2560x1600,Intel Core i5 1240P 3.3GHz,64GB,512GB SSD,Apple M3 GPU,macOS,1.49kg,230433.01
1188,Lenovo,2 in 1 Convertible,15.6,IPS Panel 1920x1080,Intel Core i9 13900H 5.4GHz,64GB,256GB SSD,NVIDIA RTX 4070,Windows 11,1.35kg,166255.63
1189,MSI,Netbook,13.3,1920x1080,Apple M2,32GB,256GB SSD,Apple M3 GPU,No OS,2.35kg,136729.81
1190,Asus,Netbook,17.3,2560x1600,Intel Core i5 1240P 3.3GHz,8GB,512GB SSD,AMD Radeon 780M,macOS,2.26kg,220125.18
1191,Samsung,Workstation,15.6,OLED 2880x1800,AMD Ryzen 5 7530U 2.0GHz,16GB,2TB SSD,NVIDIA RTX 4060,No OS,2.16kg,216497.74
1192,Asus,Netbook,17.3,IPS Panel 1920x1080,AMD Ryzen 7 7840HS 3.8GHz,16GB,1TB SSD,Intel Iris Xe,No OS,1.92kg,172989.94
1193,MSI,Workstation,15.6,IPS Panel 1920x1080,Intel Core i7 1360P 3.7GHz,8GB,256GB SSD,NVIDIA RTX 4070,Linux,2.21kg,229807.05
1194,Dell,Gaming,17.3,2880x1800,AMD Ryzen 7 7840HS 3.8GHz,64GB,2TB SSD,Apple M3 GPU,Windows 10,1.41kg,39709.89
1195,Samsung,Ultrabook,17.3,3840x2160,AMD Ryzen 7 7840HS 3.8GHz,64GB,2TB SSD,Apple M3 GPU,No OS,1.96kg,163713.82
1196,Samsung,Workstation,14.0,1920x1200,Intel Core i7 1360P 3.7GHz,64GB,512GB SSD,NVIDIA RTX 4050,No OS,1.1kg,88780.26
1197,Apple,2 in 1 Convertible,14.0,1920x1080,Apple M3 Pro,8GB,1TB SSD,NVIDIA RTX 4070,Windows 11,2.18kg,234695.05
1198,Lenovo,2 in 1 Convertible,15.6,2880x1800,AMD Ryzen 5 7530U 2.0GHz,64GB,2TB SSD,Integrated AMD Radeon,macOS,2.07kg,161754.71
1199,HP,Workstation,14.0,2560x1600,Apple M3 Pro,8GB,512GB SSD,Integrated AMD Radeon,Linux,2.09kg,157089.79
1200,Samsung,Gaming,16.0,OLED 2880x1800,Apple M2,32GB,256GB SSD,Intel Iris Xe,Windows 10,1.23kg,96239.64
1201,HP,Gaming,14.0,3840x2160,AMD Ryzen 5 7530U 2.0GHz,64GB,256GB SSD,AMD Radeon 780M,No OS,1.68kg,137602.63
1202,Asus,Gaming,13.3,1920x1080,Apple M3 Pro,32GB,2TB SSD,Integrated AMD Radeon,Windows 11,1.48kg,181155.65
1203,Asus,Ultrabook,13.3,IPS Panel 1920x1080,Intel Core i5 1240P 3.3GHz,8GB,2TB SSD,Integrated AMD Radeon,macOS,1.97kg,64168.65
1204,HP,Ultrabook,14.0,OLED 2880x1800,Intel Core i9 13900H 5.4GHz,64GB,1TB SSD,NVIDIA RTX 4050,macOS,2.18kg,179089.82
1205,Razer,Gaming,13.3,1920x1080,AMD Ryzen 5 7530U 2.0GHz,32GB,256GB SSD,NVIDIA RTX 4050,macOS,1.38kg,40743.08
1206,Apple,Workstation,15.6,1920x1080,AMD Ryzen 5 7530U 2.0GHz,64GB,1TB SSD,AMD Radeon 780M,No OS,2.42kg,226895.04
1207,HP,Ultrabook,13.3,IPS Panel 1920x1080,Apple M2,64GB,256GB SSD,NVIDIA RTX 4050,No OS,1.99kg,44296.21
1208,MSI,Workstation,16.0,1920x1080,Intel Core i5 1240P 3.3GHz,16GB,2TB SSD,NVIDIA RTX 4050,Windows 11,1.28kg,184857.89
1209,Acer,Ultrabook,17.3,IPS Panel 1920x1080,AMD Ryzen 5 7530U 2.0GHz,32GB,256GB SSD,NVIDIA RTX 4060,Windows 10,1.48kg,60100.75
1210,Microsoft,Workstation,17.3,1920x1200,Intel Core i9 13900H 5.4GHz,32GB,1TB SSD,NVIDIA RTX 4070,Windows 11,1.16kg,172970.55
